Closing Date,City,SP,SqFt,Sale $/SqFt,Age
7/18/2016,DANVILLE,"$1,349,000 ",3495,$386 ,24
8/4/2016,DANVILLE,"$1,350,000 ",3182,$424 ,43
8/22/2016,DANVILLE,"$1,380,000 ",3275,$421 ,21
8/26/2016,DANVILLE,"$1,365,000 ",2836,$481 ,24
7/27/2016,DANVILLE,"$1,341,000 ",4117,$326 ,13
8/10/2016,DANVILLE,"$1,350,000 ",2881,$469 ,40
2/29/2016,DANVILLE,"$1,325,000 ",3668,$361 ,9
7/8/2016,DANVILLE,"$1,331,000 ",2523,$528 ,24
6/2/2016,DANVILLE,"$1,451,000 ",2968,$489 ,26
7/22/2016,DANVILLE,"$1,325,000 ",3748,$354 ,15
9/30/2016,DANVILLE,"$1,315,000 ",2600,$506 ,47
2/1/2016,DANVILLE,"$1,329,000 ",3611,$368 ,10
6/29/2016,DANVILLE,"$1,350,000 ",3407,$396 ,24
10/21/2016,DANVILLE,"$1,275,000 ",2025,$630 ,64
10/14/2016,DANVILLE,"$1,320,000 ",3164,$417 ,18
11/18/2016,DANVILLE,"$1,325,000 ",2660,$498 ,30
5/2/2016,DANVILLE,"$1,390,000 ",2778,$500 ,42
6/2/2016,DANVILLE,"$1,548,000 ",2825,$548 ,27
11/1/2016,DANVILLE,"$1,325,000 ",2515,$527 ,20
8/10/2016,DANVILLE,"$1,325,000 ",2257,$587 ,52
4/12/2016,DANVILLE,"$1,425,000 ",2892,$493 ,42
1/22/2016,DANVILLE,"$1,378,000 ",3286,$419 ,25
8/1/2016,DANVILLE,"$1,408,000 ",3202,$440 ,37
5/12/2016,DANVILLE,"$1,450,000 ",3782,$383 ,22
7/15/2016,DANVILLE,"$1,360,000 ",2145,$634 ,48
6/21/2016,DANVILLE,"$1,400,000 ",3311,$423 ,10
5/6/2016,DANVILLE,"$1,399,999 ",3611,$388 ,10
9/30/2016,DANVILLE,"$1,400,000 ",3012,$465 ,50
1/20/2016,DANVILLE,"$1,350,000 ",3000,$450 ,60
10/14/2016,DANVILLE,"$1,398,000 ",4724,$296 ,10
4/20/2016,DANVILLE,"$1,498,000 ",2404,$623 ,39
10/20/2016,DANVILLE,"$1,385,000 ",3668,$378 ,10
5/31/2016,DANVILLE,"$1,375,000 ",3305,$416 ,24
12/16/2016,DANVILLE,"$1,343,750 ",3442,$390 ,40
10/31/2016,DANVILLE,"$1,230,000 ",2288,$538 ,51
1/28/2016,DANVILLE,"$1,391,500 ",2729,$510 ,39
9/9/2016,DANVILLE,"$1,400,000 ",3220,$435 ,26
4/1/2016,DANVILLE,"$1,350,000 ",2215,$609 ,66
1/24/2016,DANVILLE,"$1,390,000 ",3700,$376 ,27
1/29/2016,DANVILLE,"$1,360,000 ",3488,$390 ,24
6/3/2016,DANVILLE,"$1,450,000 ",2867,$506 ,47
8/9/2016,DANVILLE,"$1,369,875 ",1858,$737 ,55
12/6/2016,DANVILLE,"$1,400,000 ",3329,$421 ,48
5/25/2016,DANVILLE,"$1,400,000 ",2434,$575 ,37
6/23/2016,DANVILLE,"$1,430,000 ",3320,$431 ,17
7/6/2016,DANVILLE,"$1,462,500 ",3256,$449 ,26
12/12/2016,DANVILLE,"$1,400,000 ",3798,$369 ,18
8/10/2016,DANVILLE,"$1,360,000 ",2733,$498 ,39
4/22/2016,DANVILLE,"$1,455,000 ",2984,$488 ,39
8/30/2016,DANVILLE,"$1,400,000 ",2945,$475 ,63
5/3/2016,DANVILLE,"$1,422,000 ",1771,$803 ,50
10/24/2016,DANVILLE,"$1,450,000 ",3871,$375 ,20
10/19/2016,DANVILLE,"$1,550,000 ",2708,$572 ,39
8/8/2016,DANVILLE,"$1,465,000 ",3703,$396 ,18
8/18/2016,DANVILLE,"$1,525,000 ",3823,$399 ,16
6/16/2016,DANVILLE,"$1,501,000 ",2600,$577 ,55
4/20/2016,DANVILLE,"$1,480,000 ",3831,$386 ,30
4/22/2016,DANVILLE,"$1,500,000 ",2956,$507 ,37
6/30/2016,DANVILLE,"$1,450,000 ",3207,$452 ,38
6/10/2016,DANVILLE,"$1,489,000 ",3400,$438 ,40
8/19/2016,DANVILLE,"$1,550,000 ",3120,$497 ,21
8/5/2016,DANVILLE,"$1,500,000 ",3013,$498 ,21
2/23/2016,DANVILLE,"$1,600,000 ",2839,$564 ,19
4/28/2016,DANVILLE,"$1,495,000 ",3402,$439 ,21
3/22/2016,DANVILLE,"$1,550,000 ",2879,$538 ,25
8/26/2016,DANVILLE,"$1,499,000 ",3565,,24
3/21/2016,DANVILLE,"$1,510,000 ",3501,$431 ,17
4/6/2016,DANVILLE,"$1,430,000 ",3063,$467 ,38
11/23/2016,DANVILLE,"$1,500,000 ",2515,$596 ,62
6/10/2016,DANVILLE,"$1,600,000 ",3240,$494 ,55
8/26/2016,DANVILLE,"$1,499,000 ",3565,$420 ,24
9/23/2016,DANVILLE,"$1,485,000 ",2886,$515 ,31
12/14/2016,DANVILLE,"$1,262,000 ",3728,$339 ,39
10/10/2016,DANVILLE,"$1,500,000 ",3453,$434 ,3
1/27/2016,DANVILLE,"$1,495,000 ",3749,$399 ,20
8/11/2016,DANVILLE,"$1,532,000 ",3881,$395 ,17
4/8/2016,DANVILLE,"$1,500,000 ",3286,$456 ,22
9/30/2016,DANVILLE,"$1,470,000 ",3011,$488 ,41
10/28/2016,DANVILLE,"$1,480,000 ",3500,$423 ,0
10/17/2016,DANVILLE,"$1,525,000 ",3494,$436 ,30
6/28/2016,DANVILLE,"$1,490,000 ",2700,$552 ,32
10/3/2016,DANVILLE,"$1,500,000 ",2668,$562 ,41
5/20/2016,DANVILLE,"$1,700,000 ",2918,$583 ,42
8/10/2016,DANVILLE,"$1,568,000 ",3020,$519 ,25
3/22/2016,DANVILLE,"$1,508,600 ",3955,$381 ,23
11/9/2016,DANVILLE,"$1,549,000 ",3647,$425 ,21
5/31/2016,DANVILLE,"$1,560,000 ",3797,$411 ,17
7/8/2016,DANVILLE,"$1,595,000 ",3311,$482 ,21
9/12/2016,DANVILLE,"$1,500,000 ",4255,$353 ,10
1/29/2016,DANVILLE,"$1,550,185 ",4428,$350 ,1
12/13/2016,DANVILLE,"$1,508,000 ",3500,$431 ,0
4/18/2016,DANVILLE,"$1,500,800 ",3511,$427 ,21
9/8/2016,DANVILLE,"$1,525,000 ",4255,$358 ,9
8/23/2016,DANVILLE,"$1,520,000 ",3821,$398 ,0
2/4/2016,DANVILLE,"$1,566,000 ",3674,$426 ,22
11/30/2016,DANVILLE,"$1,575,000 ",3119,$505 ,20
6/17/2016,DANVILLE,"$1,575,000 ",3119,$505 ,51
11/8/2016,DANVILLE,"$1,530,000 ",4556,$336 ,5
9/14/2016,DANVILLE,"$1,500,000 ",2674,$561 ,30
7/8/2016,DANVILLE,"$1,589,000 ",3986,$399 ,18
7/18/2016,DANVILLE,"$1,533,000 ",,,63
6/3/2016,DANVILLE,"$1,585,000 ",3541,$448 ,21
7/21/2016,DANVILLE,"$1,579,000 ",3585,$440 ,26
4/7/2016,DANVILLE,"$1,588,000 ",3915,$406 ,20
8/10/2016,DANVILLE,"$1,575,000 ",4351,$362 ,26
7/21/2016,DANVILLE,"$1,575,000 ",3065,$514 ,30
11/30/2016,DANVILLE,"$1,475,000 ",2322,$635 ,53
5/3/2016,DANVILLE,"$1,560,000 ",2800,$557 ,35
5/20/2016,DANVILLE,"$1,610,000 ",2891,$557 ,53
6/13/2016,DANVILLE,"$1,315,000 ",1875,$701 ,64
3/22/2016,DANVILLE,"$1,725,000 ",2172,$794 ,58
5/10/2016,DANVILLE,"$1,630,000 ",3270,$498 ,29
8/30/2016,DANVILLE,"$1,615,000 ",3339,$484 ,42
4/15/2016,DANVILLE,"$1,635,000 ",3126,$523 ,26
4/12/2016,DANVILLE,"$1,650,000 ",2412,$684 ,57
5/25/2016,DANVILLE,"$1,665,000 ",3197,$521 ,21
4/27/2016,DANVILLE,"$1,650,000 ",2200,$750 ,54
11/21/2016,DANVILLE,"$1,700,000 ",4887,$348 ,54
8/18/2016,DANVILLE,"$1,668,800 ",3687,$453 ,25
6/20/2016,DANVILLE,"$1,620,000 ",3594,$451 ,30
4/29/2016,DANVILLE,"$1,710,000 ",3126,$547 ,24
3/11/2016,DANVILLE,"$1,675,000 ",3023,$554 ,48
3/22/2016,DANVILLE,"$1,679,000 ",3669,$458 ,25
11/1/2016,DANVILLE,"$1,650,000 ",2456,$672 ,61
12/9/2016,DANVILLE,"$1,675,000 ",3537,$474 ,23
6/7/2016,DANVILLE,"$1,679,000 ",3687,$455 ,22
6/14/2016,DANVILLE,"$1,690,000 ",3756,$450 ,26
10/26/2016,DANVILLE,"$1,650,000 ",3381,$488 ,33
6/27/2016,DANVILLE,"$1,680,000 ",2623,$640 ,37
4/20/2016,DANVILLE,"$1,785,000 ",3971,$450 ,20
4/15/2016,DANVILLE,"$1,740,000 ",3727,$467 ,20
11/8/2016,DANVILLE,"$1,570,000 ",4103,$383 ,22
7/11/2016,DANVILLE,"$1,725,000 ",3729,$463 ,26
12/23/2016,DANVILLE,"$1,720,000 ",3548,$485 ,9
4/29/2016,DANVILLE,"$1,710,000 ",3958,$432 ,10
8/11/2016,DANVILLE,"$1,725,000 ",3299,$523 ,31
7/15/2016,DANVILLE,"$1,760,000 ",3725,$472 ,19
7/25/2016,DANVILLE,"$1,650,000 ",4844,$341 ,0
7/29/2016,DANVILLE,"$1,749,000 ",3542,$494 ,21
3/22/2016,DANVILLE,"$1,710,000 ",4351,$393 ,21
11/14/2016,DANVILLE,"$1,825,000 ",4351,$419 ,27
7/29/2016,DANVILLE,"$1,610,000 ",2701,$596 ,61
4/29/2016,DANVILLE,"$1,810,000 ",3687,$491 ,24
6/10/2016,DANVILLE,"$1,725,000 ",3204,$538 ,58
8/4/2016,DANVILLE,"$1,788,000 ",3506,$510 ,25
3/7/2016,DANVILLE,"$1,775,000 ",4206,$422 ,1
6/8/2016,DANVILLE,"$1,760,000 ",3744,$470 ,18
8/17/2016,DANVILLE,"$1,798,000 ",3879,$464 ,5
5/24/2016,DANVILLE,"$1,650,000 ",3605,$458 ,46
9/23/2016,DANVILLE,"$1,901,009 ",4068,$467 ,23
3/11/2016,DANVILLE,"$1,850,000 ",4735,$391 ,39
5/27/2016,DANVILLE,"$1,865,000 ",4558,$409 ,15
1/8/2016,DANVILLE,"$1,795,000 ",4123,$435 ,37
6/1/2016,DANVILLE,"$1,900,000 ",3892,$488 ,16
7/12/2016,DANVILLE,"$1,800,000 ",4200,$429 ,1
5/3/2016,DANVILLE,"$1,815,000 ",3870,$469 ,9
1/12/2016,DANVILLE,"$1,885,000 ",3710,$508 ,61
1/7/2016,DANVILLE,"$1,800,000 ",3360,$536 ,38
8/22/2016,DANVILLE,"$1,850,000 ",3587,$516 ,46
4/22/2016,DANVILLE,"$1,995,000 ",3294,$606 ,31
3/22/2016,DANVILLE,"$1,975,000 ",4005,$493 ,1
12/29/2016,DANVILLE,"$2,005,000 ",5050,$397 ,44
8/11/2016,DANVILLE,"$1,850,000 ",4018,$460 ,27
11/30/2016,DANVILLE,"$1,900,000 ",3300,$576 ,37
8/10/2016,DANVILLE,"$2,030,000 ",4509,$450 ,28
3/15/2016,DANVILLE,"$2,140,000 ",4310,$497 ,5
1/27/2016,DANVILLE,"$2,080,000 ",4490,$463 ,20
11/2/2016,DANVILLE,"$2,000,000 ",3906,$512 ,4
5/18/2016,DANVILLE,"$2,180,000 ",3530,$618 ,59
6/30/2016,DANVILLE,"$2,250,000 ",4636,$485 ,17
11/30/2016,DANVILLE,"$2,110,000 ",4024,$524 ,0
4/22/2016,DANVILLE,"$2,200,000 ",3909,$563 ,3
9/23/2016,DANVILLE,"$2,150,000 ",4031,,0
9/23/2016,DANVILLE,"$2,150,000 ",4031,$533 ,0
11/21/2016,DANVILLE,"$2,275,000 ",4711,$483 ,26
7/12/2016,DANVILLE,"$2,215,000 ",3901,$568 ,4
6/16/2016,DANVILLE,"$2,125,000 ",4678,$454 ,45
12/28/2016,DANVILLE,"$2,108,888 ",3800,$555 ,1
4/25/2016,DANVILLE,"$2,320,000 ",5016,$463 ,35
6/3/2016,DANVILLE,"$2,540,000 ",4027,$631 ,10
3/30/2016,DANVILLE,"$2,285,000 ",11345,$201 ,65
7/29/2016,DANVILLE,"$2,695,000 ",5074,$531 ,15
7/29/2016,DANVILLE,"$2,950,000 ",4378,$674 ,0
6/3/2016,DANVILLE,"$3,252,000 ",5705,$570 ,16
9/2/2016,DANVILLE,"$3,000,000 ",4953,$606 ,53
2/26/2016,DANVILLE,"$3,200,000 ",6385,$501 ,9
7/21/2016,DANVILLE,"$2,980,000 ",4589,$649 ,34
11/18/2016,DANVILLE,"$3,240,000 ",6739,$481 ,0
6/22/2016,DANVILLE,"$3,600,000 ",5324,$676 ,156
4/1/2016,DANVILLE,"$3,700,000 ",6204,$596 ,19
7/29/2016,DANVILLE,"$5,765,000 ",8734,$660 ,18
6/10/2016,DANVILLE,"$839,500 ",1774,$473 ,41
4/22/2016,DANVILLE,"$922,000 ",2565,$359 ,22
5/27/2016,DANVILLE,"$959,000 ",3102,$309 ,27
3/4/2016,DANVILLE,"$1,000,000 ",2234,$448 ,40
11/18/2016,DANVILLE,"$1,085,000 ",2419,$449 ,63
12/15/2016,DANVILLE,"$1,213,000 ",4383,$277 ,11
5/4/2016,DANVILLE,"$1,000,000 ",2017,$496 ,37
2/25/2016,DANVILLE,"$1,052,000 ",2313,$455 ,36
2/11/2016,DANVILLE,"$1,003,750 ",2721,$369 ,37
10/31/2016,DANVILLE,"$1,060,000 ",2052,$517 ,37
7/18/2016,DANVILLE,"$1,010,000 ",2027,$498 ,35
3/3/2016,DANVILLE,"$1,075,000 ",1840,$584 ,32
9/7/2016,DANVILLE,"$1,060,000 ",1834,$578 ,35
5/16/2016,DANVILLE,"$1,100,000 ",2055,$535 ,35
8/30/2016,DANVILLE,"$1,115,000 ",2516,$443 ,32
9/28/2016,DANVILLE,"$1,145,000 ",2815,$407 ,28
10/11/2016,DANVILLE,"$1,120,000 ",2815,$398 ,30
8/1/2016,DANVILLE,"$1,127,500 ",1825,$618 ,35
6/16/2016,DANVILLE,"$1,000,000 ",2535,$394 ,35
6/30/2016,DANVILLE,"$1,179,000 ",2244,$525 ,35
8/26/2016,DANVILLE,"$1,185,000 ",2536,$467 ,33
7/13/2016,DANVILLE,"$1,199,000 ",2956,$406 ,33
8/4/2016,DANVILLE,"$1,070,000 ",2384,$449 ,32
2/22/2016,DANVILLE,"$1,200,000 ",3486,$344 ,27
8/29/2016,DANVILLE,"$1,145,000 ",2962,$387 ,31
10/7/2016,DANVILLE,"$1,212,000 ",2732,$444 ,30
6/21/2016,DANVILLE,"$1,256,000 ",2798,$449 ,36
6/1/2016,DANVILLE,"$1,275,000 ",2398,$532 ,31
9/29/2016,DANVILLE,"$1,125,000 ",2702,$416 ,30
9/30/2016,DANVILLE,"$1,268,000 ",2063,$615 ,28
4/21/2016,DANVILLE,"$1,280,000 ",2661,$481 ,28
2/11/2016,DANVILLE,"$1,275,000 ",3160,$403 ,37
5/17/2016,DANVILLE,"$1,288,238 ",2751,$468 ,33
5/17/2016,DANVILLE,"$1,215,000 ",3388,$359 ,31
5/20/2016,DANVILLE,"$1,395,000 ",2549,$547 ,35
1/5/2016,DANVILLE,"$1,175,000 ",3110,$378 ,32
2/12/2016,DANVILLE,"$1,240,000 ",2756,$450 ,33
7/15/2016,DANVILLE,"$1,280,000 ",3316,$386 ,28
4/7/2016,DANVILLE,"$1,275,000 ",3316,$384 ,28
8/24/2016,DANVILLE,"$1,388,750 ",3213,$432 ,30
3/28/2016,DANVILLE,"$1,350,000 ",3118,$433 ,28
11/28/2016,DANVILLE,"$1,370,000 ",3412,$402 ,33
6/17/2016,DANVILLE,"$1,405,000 ",2702,$520 ,31
4/8/2016,DANVILLE,"$1,399,000 ",3236,$432 ,31
2/8/2016,DANVILLE,"$1,350,000 ",3699,$365 ,31
8/5/2016,DANVILLE,"$1,390,000 ",3531,$394 ,28
5/12/2016,DANVILLE,"$1,380,000 ",3370,$409 ,28
4/14/2016,DANVILLE,"$1,415,000 ",3388,$418 ,31
3/7/2016,DANVILLE,"$1,435,000 ",3194,$449 ,37
5/9/2016,DANVILLE,"$1,425,000 ",3552,$401 ,27
5/27/2016,DANVILLE,"$1,456,800 ",3309,$440 ,30
9/21/2016,DANVILLE,"$1,460,000 ",2673,$546 ,28
12/16/2016,DANVILLE,"$1,483,000 ",3219,$461 ,27
11/8/2016,DANVILLE,"$1,480,000 ",2637,$561 ,35
1/29/2016,DANVILLE,"$1,440,000 ",3490,$413 ,28
4/1/2016,DANVILLE,"$1,537,140 ",3223,$477 ,30
7/14/2016,DANVILLE,"$1,571,000 ",3750,$419 ,36
4/4/2016,DANVILLE,"$1,360,400 ",4080,$333 ,35
1/15/2016,DANVILLE,"$1,550,000 ",3534,$439 ,30
9/9/2016,DANVILLE,"$1,515,000 ",3197,$474 ,38
8/9/2016,DANVILLE,"$1,503,000 ",2804,$536 ,36
4/28/2016,DANVILLE,"$1,500,000 ",3532,$425 ,32
9/15/2016,DANVILLE,"$1,504,000 ",4749,$317 ,38
6/27/2016,DANVILLE,"$1,565,000 ",3498,$447 ,28
10/25/2016,DANVILLE,"$1,605,000 ",3326,$483 ,30
8/9/2016,DANVILLE,"$1,595,000 ",3255,$490 ,28
12/21/2016,DANVILLE,"$1,541,135 ",3805,$405 ,31
9/26/2016,DANVILLE,"$1,525,000 ",3638,$419 ,32
3/15/2016,DANVILLE,"$1,550,000 ",4074,$380 ,27
2/9/2016,DANVILLE,"$1,500,000 ",3459,$434 ,30
12/6/2016,DANVILLE,"$1,610,000 ",3306,$487 ,31
9/20/2016,DANVILLE,"$1,750,000 ",3310,$529 ,30
9/9/2016,DANVILLE,"$1,649,000 ",3238,$509 ,30
3/2/2016,DANVILLE,"$1,640,000 ",4186,$392 ,32
1/8/2016,DANVILLE,"$1,600,000 ",3480,$460 ,37
1/6/2016,DANVILLE,"$1,641,500 ",3775,$435 ,33
5/11/2016,DANVILLE,"$1,725,000 ",3260,$529 ,28
8/25/2016,DANVILLE,"$1,635,000 ",3918,$417 ,35
6/29/2016,DANVILLE,"$1,670,000 ",4120,$405 ,28
12/1/2016,DANVILLE,"$1,750,000 ",4100,$427 ,30
1/11/2016,DANVILLE,"$1,685,000 ",3835,$439 ,38
9/9/2016,DANVILLE,"$1,728,000 ",3742,$462 ,32
8/9/2016,DANVILLE,"$1,740,000 ",3392,$513 ,29
6/21/2016,DANVILLE,"$1,715,000 ",3572,$480 ,35
1/27/2016,DANVILLE,"$1,795,000 ",4429,$405 ,31
4/12/2016,DANVILLE,"$1,760,580 ",3808,$462 ,36
12/5/2016,DANVILLE,"$1,700,000 ",3322,$512 ,28
11/29/2016,DANVILLE,"$1,754,000 ",3717,$472 ,35
4/11/2016,DANVILLE,"$1,750,000 ",5025,$348 ,33
4/8/2016,DANVILLE,"$1,950,000 ",4095,$476 ,35
6/24/2016,DANVILLE,"$1,978,000 ",4446,$445 ,28
2/19/2016,DANVILLE,"$1,870,000 ",4306,$434 ,27
6/13/2016,DANVILLE,"$2,105,000 ",,,27
4/14/2016,DANVILLE,"$2,067,000 ",4598,$450 ,27
10/3/2016,DANVILLE,"$2,120,000 ",5011,$423 ,27
12/12/2016,DANVILLE,"$1,980,000 ",4618,$429 ,32
2/19/2016,DANVILLE,"$2,050,000 ",4875,$421 ,26
9/12/2016,DANVILLE,"$2,280,000 ",4880,$467 ,26
7/10/2016,DANVILLE,"$2,125,000 ",5183,$410 ,30
5/26/2016,DANVILLE,"$2,155,000 ",4934,$437 ,37
6/27/2016,DANVILLE,"$2,320,000 ",4453,$521 ,34
8/23/2016,DANVILLE,"$2,375,000 ",4940,$481 ,37
6/1/2016,DANVILLE,"$2,228,000 ",6127,$364 ,27
6/9/2016,DANVILLE,"$2,300,000 ",5342,$431 ,30
3/31/2016,DANVILLE,"$2,500,000 ",4450,$562 ,29
11/18/2016,DANVILLE,"$2,250,000 ",5279,$426 ,28
1/27/2016,DANVILLE,"$2,261,250 ",5749,$393 ,27
12/20/2016,DANVILLE,"$2,265,000 ",5622,$403 ,31
1/14/2016,DANVILLE,"$2,400,000 ",5370,$447 ,26
6/20/2016,DANVILLE,"$2,500,000 ",6488,$385 ,25
12/14/2016,DANVILLE,"$2,562,000 ",5176,$495 ,26
12/23/2016,DANVILLE,"$2,350,000 ",6567,$358 ,27
12/20/2016,DANVILLE,"$2,688,000 ",5819,$462 ,26
8/18/2016,DANVILLE,"$2,950,000 ",6852,$431 ,27
12/6/2016,DANVILLE,"$3,005,000 ",6504,$462 ,25
12/30/2016,DANVILLE,"$2,800,000 ",7525,$372 ,30
12/14/2016,DANVILLE,"$3,550,000 ",6641,$535 ,24
4/11/2016,DANVILLE,"$3,380,000 ",6637,$509 ,28
7/14/2016,DANVILLE,"$3,700,000 ",6808,$543 ,29
4/29/2016,DANVILLE,"$4,000,000 ",7000,$571 ,36
8/24/2016,DANVILLE,"$4,380,000 ",7133,$614 ,22
1/15/2016,DANVILLE,"$9,200,000 ",18932,$486 ,22
2/19/2016,DANVILLE,"$1,040,000 ",2526,$412 ,31
12/15/2016,DANVILLE,"$1,360,000 ",4200,$324 ,28
2/26/2016,DANVILLE,"$1,230,000 ",3878,$317 ,27
2/25/2016,DANVILLE,"$2,150,000 ",6468,$332 ,25
12/30/2016,DANVILLE,"$870,000 ",1902,,18
7/6/2016,DANVILLE,"$831,600 ",1900,,46
3/3/2016,DANVILLE,"$1,150,000 ",3460,,18
6/24/2016,DANVILLE,"$1,205,000 ",2363,,7
4/14/2016,DANVILLE,"$1,180,000 ",2509,,6
9/12/2016,DANVILLE,"$1,115,000 ",2242,,53
11/28/2016,DANVILLE,"$1,370,000 ",3412,,33
10/24/2016,DANVILLE,"$1,450,000 ",3871,,20
2/4/2016,DANVILLE,"$1,566,000 ",3674,,21
6/10/2016,DUBLIN,"$700,000 ",1246,$562 ,52
6/22/2016,DUBLIN,"$680,000 ",1116,$609 ,56
10/31/2016,DUBLIN,"$601,000 ",1116,$539 ,54
7/22/2016,DUBLIN,"$670,000 ",1038,$645 ,56
10/21/2016,DUBLIN,"$592,000 ",1053,$562 ,52
1/22/2016,DUBLIN,"$705,000 ",1502,$469 ,53
5/24/2016,DUBLIN,"$717,488 ",1340,$535 ,55
9/29/2016,DUBLIN,"$720,000 ",1246,$578 ,52
8/22/2016,DUBLIN,"$635,000 ",1276,$498 ,49
3/8/2016,DUBLIN,"$702,000 ",1321,$531 ,55
6/7/2016,DUBLIN,"$625,000 ",1116,$560 ,56
1/26/2016,DUBLIN,"$650,000 ",1440,$451 ,37
2/26/2016,DUBLIN,"$636,000 ",1038,$613 ,56
4/22/2016,DUBLIN,"$730,000 ",1116,$654 ,56
3/4/2016,DUBLIN,"$686,000 ",1469,$467 ,37
4/25/2016,DUBLIN,"$745,000 ",1116,$668 ,56
2/19/2016,DUBLIN,"$750,000 ",1481,$506 ,31
1/1/2016,DUBLIN,"$660,000 ",1321,$500 ,56
10/21/2016,DUBLIN,"$645,000 ",1321,$488 ,56
11/18/2016,DUBLIN,"$701,000 ",1000,$701 ,53
4/1/2016,DUBLIN,"$700,000 ",1116,$627 ,56
1/15/2016,DUBLIN,"$615,000 ",2190,$281 ,55
10/21/2016,DUBLIN,"$640,000 ",1576,$406 ,56
12/7/2016,DUBLIN,"$692,500 ",1638,$423 ,49
1/28/2016,DUBLIN,"$681,000 ",1321,$516 ,56
5/17/2016,DUBLIN,"$720,000 ",1080,$667 ,53
9/2/2016,DUBLIN,"$735,000 ",1116,$659 ,56
9/29/2016,DUBLIN,"$700,002 ",1116,$627 ,56
8/12/2016,DUBLIN,"$696,000 ",1038,$671 ,56
7/29/2016,DUBLIN,"$705,000 ",1270,$555 ,49
7/5/2016,DUBLIN,"$750,000 ",1116,$672 ,56
5/27/2016,DUBLIN,"$715,000 ",1053,$679 ,52
9/19/2016,DUBLIN,"$705,000 ",1056,$668 ,49
10/20/2016,DUBLIN,"$685,000 ",1276,$537 ,49
1/28/2016,DUBLIN,"$700,000 ",1276,$549 ,49
5/27/2016,DUBLIN,"$688,000 ",1469,$468 ,39
8/9/2016,DUBLIN,"$725,000 ",1179,$615 ,56
11/23/2016,DUBLIN,"$715,000 ",1260,$567 ,50
11/8/2016,DUBLIN,"$709,000 ",1116,$635 ,52
12/29/2016,DUBLIN,"$710,000 ",1475,$481 ,55
7/1/2016,DUBLIN,"$758,000 ",1348,$562 ,51
8/31/2016,DUBLIN,"$721,000 ",1736,$415 ,54
12/1/2016,DUBLIN,"$715,000 ",1802,$397 ,53
8/23/2016,DUBLIN,"$730,000 ",1116,$654 ,56
6/3/2016,DUBLIN,"$775,000 ",1611,$481 ,9
9/26/2016,DUBLIN,"$719,000 ",1246,$577 ,52
3/10/2016,DUBLIN,"$727,500 ",,,53
10/20/2016,DUBLIN,"$715,000 ",1066,$671 ,53
2/29/2016,DUBLIN,"$680,000 ",1305,$521 ,52
11/28/2016,DUBLIN,"$735,000 ",1638,$449 ,51
3/17/2016,DUBLIN,"$752,000 ",1488,$505 ,50
9/9/2016,DUBLIN,"$705,000 ",,,53
7/14/2016,DUBLIN,"$722,500 ",1365,$529 ,16
10/18/2016,DUBLIN,"$735,000 ",1038,$708 ,56
6/17/2016,DUBLIN,"$778,000 ",1424,$546 ,53
4/12/2016,DUBLIN,"$780,000 ",1424,$548 ,55
3/16/2016,DUBLIN,"$775,000 ",1434,$540 ,49
4/20/2016,DUBLIN,"$770,000 ",1340,$575 ,53
11/30/2016,DUBLIN,"$725,000 ",1740,$417 ,56
7/11/2016,DUBLIN,"$731,000 ",1424,$513 ,54
6/14/2016,DUBLIN,"$725,000 ",1340,$541 ,53
1/5/2016,DUBLIN,"$735,000 ",1873,$392 ,4
11/18/2016,DUBLIN,"$712,000 ",1475,$483 ,55
8/4/2016,DUBLIN,"$735,000 ",1424,$516 ,53
8/17/2016,DUBLIN,"$750,000 ",1246,$602 ,53
9/8/2016,DUBLIN,"$760,000 ",1536,$495 ,39
12/23/2016,DUBLIN,"$776,000 ",1338,$580 ,53
11/1/2016,DUBLIN,"$735,000 ",1416,$519 ,53
10/5/2016,DUBLIN,"$725,000 ",1592,$455 ,51
10/7/2016,DUBLIN,"$730,000 ",1549,$471 ,46
1/5/2016,DUBLIN,"$765,000 ",1935,$395 ,56
12/9/2016,DUBLIN,"$780,000 ",1348,$579 ,52
10/26/2016,DUBLIN,"$755,000 ",1338,$564 ,54
9/1/2016,DUBLIN,"$755,000 ",1348,$560 ,52
9/8/2016,DUBLIN,"$765,000 ",1321,$579 ,56
9/9/2016,DUBLIN,"$756,000 ",1616,$468 ,56
8/26/2016,DUBLIN,"$730,000 ",1716,$425 ,54
9/13/2016,DUBLIN,"$750,000 ",1692,$443 ,11
11/15/2016,DUBLIN,"$750,000 ",1338,$561 ,54
7/13/2016,DUBLIN,"$750,000 ",1873,$400 ,3
10/21/2016,DUBLIN,"$742,000 ",1418,$523 ,49
4/23/2016,DUBLIN,"$798,000 ",1889,$422 ,49
6/15/2016,DUBLIN,"$810,000 ",1338,$605 ,55
4/24/2016,DUBLIN,"$790,000 ",1338,$590 ,40
9/19/2016,DUBLIN,"$810,000 ",1340,$604 ,54
10/18/2016,DUBLIN,"$745,000 ",1638,$455 ,50
5/31/2016,DUBLIN,"$783,000 ",1424,$550 ,54
8/23/2016,DUBLIN,"$765,000 ",1557,$491 ,49
6/24/2016,DUBLIN,"$800,000 ",1434,$558 ,49
2/5/2016,DUBLIN,"$760,000 ",1719,$442 ,10
8/12/2016,DUBLIN,"$796,000 ",1438,$554 ,40
9/19/2016,DUBLIN,"$768,850 ",1502,$512 ,53
